Word,Level
型,HSK4
型号,HSK4
垫,HSK7-9
垫子,HSK7-9
垫底,HSK7-9
垮,HSK7-9
埋,HSK6
埋伏,HSK7-9
埋怨,HSK7-9
埋没,HSK7-9
埋藏,HSK7-9
城,HSK3
城乡,HSK6
城区,HSK6
城墙,HSK7-9
城市,HSK3
城里,HSK5
城镇,HSK6
培养,HSK4
培育,HSK4
培训,HSK4
培训班,HSK4
基于,HSK7-9
基准,HSK7-9
基因,HSK7-9
基地,HSK5
基层,HSK7-9
基本,HSK3
基本上,HSK3
基本功,HSK7-9
基督教,HSK6
基础,HSK3
基金,HSK5
堂,HSK7-9
堆,HSK5
堆砌,HSK7-9
堕落,HSK7-9
堡垒,HSK7-9
堤,HSK7-9
堤坝,HSK7-9
堪称,HSK7-9
堵,HSK4
堵塞,HSK7-9
堵车,HSK4
塌,HSK7-9
塑料,HSK4
塑料袋,HSK4
塑造,HSK7-9
塔,HSK6
塞,HSK6
填,HSK4
填充,HSK7-9
填写,HSK7-9
填空,HSK4
填补,HSK7-9
境内,HSK7-9
境地,HSK7-9
境外,HSK7-9
境界,HSK7-9
境遇,HSK7-9
墓,HSK6
墓地,HSK7-9
墓碑,HSK7-9
墙,HSK2
墙壁,HSK5
增,HSK5
增产,HSK5
增值,HSK6
增加,HSK3
增多,HSK5
增大,HSK5
增强,HSK5
增收,HSK7-9
增添,HSK7-9
增进,HSK6
增长,HSK3
墨,HSK7-9
墨水,HSK6
壁画,HSK7-9
士兵,HSK4
士气,HSK7-9
壮,HSK7-9
壮丽,HSK7-9
壮大,HSK7-9
壮实,HSK7-9
壮胆,HSK7-9
壮观,HSK6
声,HSK5
声明,HSK3
声望,HSK7-9
声称,HSK7-9
声誉,HSK7-9
声音,HSK2
壳,HSK7-9
壶,HSK6
处,HSK4
处于,HSK4
处分,HSK5
处在,HSK5
处境,HSK7-9
处处,HSK6
处方,HSK7-9
处理,HSK3
处罚,HSK5
处置,HSK7-9
处长,HSK6
备受,HSK7-9
备用,HSK7-9
备课,HSK7-9
复习,HSK2
复兴,HSK7-9
复制,HSK4
复印,HSK3
复原,HSK7-9
复发,HSK7-9
复合,HSK7-9
复杂,HSK3
复查,HSK7-9
复活,HSK7-9
复苏,HSK6
夏令营,HSK7-9
夏天,HSK2
夏季,HSK4
外,HSK1
外交,HSK3
外交官,HSK4
外企,HSK7-9
外公,HSK7-9
外出,HSK6
外卖,HSK2
外号,HSK7-9
外国,HSK1
外地,HSK2
外头,HSK6
外套,HSK4
外婆,HSK7-9
外币,HSK6
外形,HSK7-9
外援,HSK7-9
外文,HSK3
外星人,HSK7-9
外来,HSK6
外汇,HSK4
外界,HSK5
外科,HSK6
外籍,HSK7-9
外行,HSK7-9
外衣,HSK6
外表,HSK7-9
外观,HSK6
外语,HSK1
外貌,HSK7-9
外贸,HSK7-9
外资,HSK6
外边,HSK1
外部,HSK6
外面,HSK3
多,HSK1
多久,HSK2
多么,HSK2
多亏,HSK7-9
多云,HSK2
多余,HSK7-9
多元,HSK7-9
多功能,HSK7-9
多劳多得,HSK7-9
多半,HSK6
多媒体,HSK6
多少,HSK1
多年,HSK4
多年来,HSK7-9
多心,HSK7-9
多数,HSK2
多方面,HSK6
多样,HSK4
多次,HSK4
多种,HSK4
多边,HSK7-9
夜,HSK2
夜以继日,HSK7-9
夜市,HSK7-9
夜总会,HSK7-9
夜晚,HSK7-9
夜校,HSK7-9
夜班,HSK7-9
夜里,HSK2
夜间,HSK5
够,HSK2
够呛,HSK7-9
大,HSK1
大事,HSK5
大于,HSK5
大人,HSK2
大众,HSK4
大伙儿,HSK5
大会,HSK4
大体,HSK7-9
大体上,HSK7-9
大使,HSK6
大使馆,HSK3
大公无私,HSK7-9
大力,HSK6
大包大揽,HSK7-9
大厅,HSK5
大厦,HSK7-9
大吃一惊,HSK7-9
大同小异,HSK7-9
大名鼎鼎,HSK7-9
大哥,HSK4
大地,HSK7-9
大型,HSK4
大声,HSK2
大多,HSK4
大多数,HSK2
大大,HSK2
大大咧咧,HSK7-9
大夫,HSK3
大奖赛,HSK5
大妈,HSK4
大姐,HSK4
大学,HSK1
大学生,HSK1
大宗,HSK7-9
大家,HSK2
大家庭,HSK7-9
大小,HSK2
大局,HSK7-9
大巴,HSK4
大师,HSK6
大幅度,HSK7-9
大惊小怪,HSK7-9
大意,HSK7-9
大批,HSK6
大数据,HSK7-9
大方,HSK4
大有可为,HSK7-9
大棚,HSK7-9
大楼,HSK4
大概,HSK3
大模大样,HSK7-9
大款,HSK7-9
大气,HSK7-9
大海,HSK2
大熊猫,HSK5
大爷,HSK4
大片,HSK7-9
大笔,HSK7-9
大米,HSK6
大约,HSK3
大纲,HSK5
大肆,HSK7-9
大胆,HSK5
大脑,HSK5
大腕儿,HSK7-9
大臣,HSK7-9
大自然,HSK2
大致,HSK5
大街,HSK6
大街小巷,HSK7-9
大衣,HSK2
大规模,HSK4
大象,HSK5
大赛,HSK6
大选,HSK7-9
大道,HSK6
大部分,HSK2
大都,HSK5
大量,HSK2
大门,HSK2
大队,HSK7-9
大陆,HSK4
大雁,HSK7-9
大面积,HSK7-9
天,HSK1
天上,HSK2
天下,HSK6
天主教,HSK7-9
天使,HSK7-9
天分,HSK7-9
天地,HSK7-9
天堂,HSK6
天平,HSK7-9
天性,HSK7-9
天才,HSK5
天文,HSK5
天桥,HSK7-9
天气,HSK1
天然,HSK6
天然气,HSK5
天生,HSK7-9
天真,HSK4
天空,HSK3
天线,HSK7-9
天经地义,HSK7-9
天赋,HSK7-9
天长地久,HSK7-9
天鹅,HSK7-9
太,HSK1
太太,HSK2
太平,HSK7-9
太极,HSK7-9
太极拳,HSK7-9
太空,HSK5
太阳,HSK2
太阳能,HSK6
夫人,HSK4
夫妇,HSK4
夫妻,HSK4
失业,HSK4
失业率,HSK7-9
失传,HSK7-9
失利,HSK7-9
失去,HSK3
失恋,HSK7-9
失控,HSK7-9
失效,HSK7-9
失明,HSK7-9
失望,HSK4
失灵,HSK7-9
失眠,HSK7-9
失落,HSK7-9
失误,HSK5
失败,HSK4
失踪,HSK7-9
头,HSK2
头发,HSK2
头号,HSK7-9
头头是道,HSK7-9
头晕,HSK7-9
头条,HSK7-9
头疼,HSK6
头脑,HSK3
头衔,HSK7-9
头部,HSK7-9
头顶,HSK7-9
夸,HSK7-9
夸大,HSK7-9
夸夸其谈,HSK7-9
夸奖,HSK7-9
夸张,HSK7-9
夸耀,HSK7-9
夹,HSK5
夺,HSK6
夺冠,HSK7-9
夺取,HSK6
夺魁,HSK7-9
奇妙,HSK6
奇怪,HSK3
奇特,HSK7-9
奇花异草,HSK7-9
奇迹,HSK7-9
奉献,HSK6
奋力,HSK7-9
奋勇,HSK7-9
奋斗,HSK4
奏,HSK6
奏效,HSK7-9
契机,HSK7-9
契约,HSK7-9
奔,HSK7-9
奔波,HSK7-9
奔赴,HSK7-9
奔跑,HSK6
奖,HSK4
奖励,HSK5
奖品,HSK7-9
奖学金,HSK4
奖杯,HSK7-9
奖牌,HSK7-9
奖金,HSK4
奖项,HSK7-9
套,HSK2
套餐,HSK4
奠定,HSK7-9
奢侈,HSK7-9
奢望,HSK7-9
奥秘,HSK7-9
奥运会,HSK7-9
女,HSK1
女人,HSK1
女儿,HSK1
女士,HSK4
女婿,HSK7-9
女子,HSK3
女孩儿,HSK1
女性,HSK5
女朋友,HSK1
女生,HSK1
奴隶,HSK7-9
奶,HSK1
奶奶,HSK1
奶牛,HSK6
奶粉,HSK6
奶茶,HSK3
奸诈,HSK7-9
她,HSK1
她们,HSK1
好,HSK1
好久,HSK2
好事,HSK2
好人,HSK2
好似,HSK6
好像,HSK2
好友,HSK4
好吃,HSK1
好听,HSK1
好在,HSK7-9
好坏,HSK7-9
好处,HSK2
好多,HSK2
好奇,HSK3
好奇心,HSK7-9
好好,HSK3
好学,HSK6
好客,HSK7-9
好家伙,HSK7-9
好容易,HSK6
好心,HSK7-9
好心人,HSK7-9
好意,HSK7-9
好感,HSK7-9
好歹,HSK7-9
好比,HSK7-9
好玩儿,HSK1
好看,HSK1
好笑,HSK7-9
好评,HSK7-9
好说,HSK7-9
好转,HSK6
好运,HSK5
如,HSK6
如一,HSK6
如下,HSK5
如今,HSK4
如何,HSK3
如同,HSK5
如实,HSK7-9
如意,HSK7-9
如愿以偿,HSK7-9
如果,HSK2
如果说,HSK7-9
如此,HSK5
如醉如痴,HSK7-9
妄想,HSK7-9
妇女,HSK6
妈,HSK1
妈妈,HSK1
妒忌,HSK7-9
妖怪,HSK7-9
妙,HSK6
妥,HSK7-9
妥协,HSK7-9
妥善,HSK7-9
妥当,HSK7-9
妨害,HSK7-9
妨碍,HSK7-9
妹,HSK1
妹妹,HSK1
妻子,HSK4
始终,HSK3
姐,HSK1
姐妹,HSK4
姐姐,HSK1
姑姑,HSK6
姑娘,HSK3
姓,HSK2
姓名,HSK2
姓氏,HSK7-9
委员,HSK7-9
委员会,HSK7-9
委婉,HSK7-9
委屈,HSK7-9
委托,HSK5
姜,HSK7-9
姥姥,HSK7-9
姥爷,HSK7-9
姨,HSK7-9
姿势,HSK7-9
姿态,HSK7-9
威信,HSK7-9
威力,HSK7-9
威慑,HSK7-9
威胁,HSK6
威风,HSK7-9
娃娃,HSK6
娇惯,HSK7-9
娇气,HSK7-9
娘,HSK7-9
娱乐,HSK6
娶,HSK7-9
婚姻,HSK7-9
婚礼,HSK4
婚纱,HSK7-9
婴儿,HSK7-9
媒体,HSK3
媲美,HSK7-9
媳妇,HSK7-9
嫁,HSK7-9
嫁妆,HSK7-9
嫂子,HSK7-9
嫉妒,HSK7-9
嫌,HSK6
嫌弃,HSK7-9
嫌疑,HSK7-9
嫦娥,HSK7-9
嫩,HSK7-9
嬉笑,HSK7-9
子,HSK1
子女,HSK3
子孙,HSK7-9
子弟,HSK7-9
子弹,HSK5
孕妇,HSK7-9
孕育,HSK7-9
字,HSK1
字体,HSK7-9
字典,HSK2
字幕,HSK7-9
字母,HSK4
字眼,HSK7-9
字迹,HSK7-9
存,HSK3
存在,HSK3
存心,HSK7-9
存折,HSK7-9
存放,HSK7-9
存款,HSK5
孙女,HSK4
孙子,HSK4
孝敬,HSK7-9
孝顺,HSK7-9
季,HSK4
季度,HSK4
季节,HSK4
孤儿,HSK6
孤单,HSK7-9
孤独,HSK6
孤立,HSK7-9
孤陋寡闻,HSK7-9
孤零零,HSK7-9
学,HSK1
学业,HSK7-9
学习,HSK1
学会,HSK6
学位,HSK5
学分,HSK4
学历,HSK7-9
学员,HSK6
学堂,HSK7-9
学士,HSK7-9
学子,HSK7-9
学年,HSK4
学时,HSK4
学期,HSK2
学术,HSK4
学校,HSK1
学生,HSK1
学科,HSK5
学者,HSK5
学艺,HSK7-9
学说,HSK7-9
学费,HSK3
学问,HSK4
学院,HSK1
孩子,HSK1
孪生,HSK7-9
孵化,HSK7-9
宁可,HSK7-9
宁愿,HSK7-9
宁静,HSK4
它,HSK2
它们,HSK2
宇宙,HSK7-9
宇航员,HSK6
守,HSK4
守候,HSK7-9
守护,HSK7-9
守株待兔,HSK7-9
安,HSK4
安全,HSK2
安宁,HSK7-9
安定,HSK7-9
安心,HSK7-9
安慰,HSK5
安抚,HSK7-9
安排,HSK3
安检,HSK6
安眠药,HSK7-9
安稳,HSK7-9
安置,HSK4
安装,HSK3
安逸,HSK7-9
安静,HSK2
完,HSK2
完了,HSK5
完全,HSK2
完善,HSK3
完备,HSK7-9
完好,HSK7-9
完成,HSK2
完整,HSK3
完毕,HSK7-9
完美,HSK3
完蛋,HSK7-9
宏伟,HSK7-9
宏大,HSK6
宏观,HSK7-9
宗,HSK7-9
宗教,HSK6
宗旨,HSK7-9
官,HSK4
官僚,HSK7-9
官僚主义,HSK7-9
官兵,HSK7-9
官司,HSK6
官吏,HSK7-9
官员,HSK7-9
官方,HSK4
定,HSK4
定为,HSK7-9
定义,HSK7-9
定价,HSK6
定位,HSK6
定做,HSK7-9
定向,HSK7-9
定居,HSK7-9
定心丸,HSK7-9
定时,HSK6
定期,HSK3
定论,HSK7-9
定金,HSK7-9
宝,HSK4
宝宝,HSK4
宝库,HSK7-9
宝石,HSK4
宝藏,HSK7-9
宝贝,HSK4
宝贵,HSK4
实习,HSK2
实事求是,HSK7-9
实体,HSK7-9
实况,HSK7-9
实力,HSK3
实在,HSK2
实地,HSK7-9
实惠,HSK5
实施,HSK4
实物,HSK7-9
实现,HSK2
实用,HSK4
实行,HSK3
实话,HSK7-9
实话实说,HSK7-9
实质,HSK7-9
实践,HSK6
实际,HSK2
实际上,HSK3
实验,HSK3
实验室,HSK3
宠,HSK7-9
宠爱,HSK7-9
宠物,HSK6
审,HSK7-9
审判,HSK7-9
审定,HSK7-9
审批,HSK7-9
审查,HSK6
审核,HSK7-9
审美,HSK7-9
审视,HSK7-9
客人,HSK2
客厅,HSK5
客户,HSK5
客房,HSK7-9
客机,HSK7-9
客气,HSK5
客流,HSK7-9
客观,HSK3
客车,HSK6
客运,HSK7-9
宣传,HSK3
宣告,HSK7-9
宣布,HSK3
宣扬,HSK7-9
宣泄,HSK7-9
宣称,HSK7-9
宣言,HSK7-9
宣誓,HSK7-9
宣读,HSK7-9
室,HSK3
宪法,HSK7-9
宫,HSK6
宫廷,HSK7-9
宫殿,HSK7-9
宰,HSK7-9
害,HSK5
害怕,HSK3
害羞,HSK7-9
害臊,HSK7-9
害虫,HSK7-9
宴会,HSK6
家,HSK1
家乡,HSK3
家人,HSK1
家伙,HSK7-9
家具,HSK3
家务,HSK4
家喻户晓,HSK7-9
家园,HSK6
家境,HSK7-9
家家户户,HSK7-9
家属,HSK3
家庭,HSK2
家政,HSK7-9
家教,HSK7-9
家族,HSK7-9
家用,HSK7-9
家电,HSK6
家禽,HSK7-9
家里,HSK1
家长,HSK2
容光焕发,HSK7-9
容忍,HSK7-9
容易,HSK3
容纳,HSK7-9
容许,HSK7-9
容量,HSK7-9
容颜,HSK7-9
宽,HSK4
宽厚,HSK7-9
宽容,HSK7-9
宽广,HSK4
宽度,HSK5
宽恕,HSK7-9
宽敞,HSK7-9
宽松,HSK7-9
宽泛,HSK7-9
宽阔,HSK6
宾馆,HSK5
宿舍,HSK5
寂寞,HSK7-9
寂静,HSK7-9
寄,HSK4
寄托,HSK7-9
密,HSK4
密不可分,HSK7-9
密切,HSK4
密封,HSK7-9
密度,HSK7-9
密码,HSK4
密集,HSK7-9
富,HSK3
富人,HSK6
富含,HSK7-9
富强,HSK7-9
富有,HSK6
富翁,HSK7-9
富裕,HSK7-9
富豪,HSK7-9
富足,HSK7-9
寒假,HSK4
寒冷,HSK4
寓意,HSK7-9
寓言,HSK7-9
寝室,HSK7-9
察看,HSK7-9
察觉,HSK7-9
寡妇,HSK7-9
寥寥无几,HSK7-9
寸,HSK5
对,HSK1
对不起,HSK1
对于,HSK4
对付,HSK4
对准,HSK7-9
对外,HSK6
对峙,HSK7-9
对应,HSK5
对弈,HSK7-9
对待,HSK3
对得起,HSK7-9
对手,HSK3
对抗,HSK6
对方,HSK3
对比,HSK4
对照,HSK7-9
对白,HSK7-9
对称,HSK7-9
对立,HSK5
对策,HSK7-9
对联,HSK7-9
对话,HSK2
对象,HSK3
对面,HSK2
寺,HSK6
寺庙,HSK7-9
寻,HSK7-9
寻常,HSK7-9
寻找,HSK4
寻求,HSK5
寻觅,HSK7-9
导向,HSK7-9
导师,HSK7-9
导弹,HSK7-9
导游,HSK4
导演,HSK3
导火索,HSK7-9
导致,HSK4
导航,HSK7-9
寿司,HSK5
寿命,HSK7-9
封,HSK2
封建,HSK7-9
封锁,HSK7-9
封闭,HSK4
封面,HSK7-9
封顶,HSK7-9
射,HSK5
射击,HSK5
将,HSK5
将军,HSK6
将来,HSK3
将要,HSK5
将近,HSK3
尊严,HSK7-9
尊敬,HSK5
尊贵,HSK7-9
尊重,HSK5
小,HSK1
小丑,HSK7-9
小于,HSK6
小人,HSK7-9
小伙子,HSK4
小偷儿,HSK5
小区,HSK7-9
小卒,HSK7-9
小吃,HSK4
小品,HSK7-9
小型,HSK4
小声,HSK2
小姐,HSK1
小学,HSK1
小学生,HSK1
小孩儿,HSK1
小康,HSK7-9
小心,HSK2
小心翼翼,HSK7-9
小提琴,HSK7-9
小时,HSK1
小时候,HSK2
小曲,HSK7-9
小朋友,HSK1
小气,HSK7-9
小溪,HSK7-9
小看,HSK7-9
小组,HSK2
小说,HSK2
小贩,HSK7-9
小费,HSK6
小路,HSK7-9
小麦,HSK6
少,HSK1
少不了,HSK7-9
少儿,HSK6
少女,HSK7-9
少年,HSK2
少数,HSK2
少有,HSK7-9
少林寺,HSK7-9
少见,HSK7-9
少量,HSK7-9
尖,HSK6
尖端,HSK7-9
尖锐,HSK7-9
尚,HSK7-9
尚未,HSK7-9
尝,HSK5
尝试,HSK5
尤为,HSK7-9
尤其,HSK5
就,HSK1
就业,HSK3
就任,HSK7-9
就医,HSK7-9
就地,HSK7-9
就座,HSK7-9
就是,HSK3
就是说,HSK6
就算,HSK6
就职,HSK7-9
就要,HSK2
就诊,HSK7-9
就读,HSK7-9
就近,HSK7-9
就餐,HSK7-9
尴尬,HSK7-9
尸体,HSK7-9
尺,HSK4
尺子,HSK4
尺寸,HSK4
尺度,HSK7-9
尼龙,HSK7-9
尽,HSK6
尽力,HSK4
尽可能,HSK5
尽头,HSK7-9
尽快,HSK4
尽情,HSK7-9
尽早,HSK7-9
尽管,HSK5
尽量,HSK3
尾声,HSK7-9
尾巴,HSK4
尾气,HSK7-9
尿,HSK7-9
局,HSK4
局势,HSK7-9
局部,HSK7-9
局长,HSK5
局限,HSK7-9
局面,HSK5
层,HSK2
层出不穷,HSK7-9
层次,HSK5
层面,HSK6
居住,HSK4
居民,HSK4
居民楼,HSK7-9
居然,HSK5
居高临下,HSK7-9
屈服,HSK7-9
届,HSK5
届时,HSK7-9
屋,HSK5
屋子,HSK3
屋顶,HSK7-9
屏幕,HSK6
展出,HSK7-9
展开,HSK3
展望,HSK7-9
展现,HSK5
展示,HSK5
展览,HSK5
展览会,HSK7-9
属,HSK3
属于,HSK3
属性,HSK7-9
屠杀,HSK7-9
屡,HSK7-9
屡次,HSK7-9
履行,HSK7-9
屯,HSK7-9
山,HSK1
山冈,HSK7-9
山区,HSK5
山坡,HSK6
山寨,HSK7-9
山岭,HSK7-9
山峰,HSK6
山川,HSK7-9
山谷,HSK6
山路,HSK7-9
山顶,HSK7-9
屹立,HSK7-9
岁,HSK1
岁数,HSK6
岁月,HSK5
岂有此理,HSK7-9
岗位,HSK6
岛,HSK6
岛屿,HSK7-9
岩石,HSK7-9
岳母,HSK7-9
岳父,HSK7-9
岸,HSK5
岸上,HSK5
峡谷,HSK7-9
峰会,HSK6
峰回路转,HSK7-9
崇尚,HSK7-9
崇拜,HSK6
崇高,HSK7-9
崛起,HSK7-9
崩溃,HSK7-9
崭新,HSK7-9
巅峰,HSK7-9
川流不息,HSK7-9
巡逻,HSK7-9
工业,HSK3
工人,HSK1
工会,HSK7-9
工作,HSK1
工作日,HSK5
工作量,HSK7-9
工具,HSK3
工厂,HSK3
工商,HSK6
工商界,HSK7-9
工地,HSK7-9
工夫,HSK3
工序,HSK7-9
工整,HSK7-9
工科,HSK7-9
工程,HSK4
工程师,HSK3
工艺,HSK5
工资,HSK3
左,HSK1
左右,HSK3
左边,HSK1
左顾右盼,HSK7-9
巧,HSK3
巧克力,HSK4
巧合,HSK7-9
巧妙,HSK6
巨人,HSK7-9
巨型,HSK7-9
巨大,HSK4
巨头,HSK7-9
巨星,HSK7-9
巨额,HSK7-9
巩固,HSK6
巫婆,HSK7-9
差,HSK1
差不多,HSK2
差别,HSK5
差异,HSK6
差点儿,HSK5
差距,HSK5
差错,HSK7-9
差额,HSK7-9
已,HSK3
已经,HSK2
巴不得,HSK7-9
巴士,HSK4
市,HSK2
市区,HSK4
市场,HSK3
市场经济,HSK7-9
市民,HSK6
市长,HSK2
布,HSK3
布局,HSK7-9
布满,HSK6
布置,HSK4
帅,HSK4
帅哥,HSK4
帆,HSK7-9
帆船,HSK7-9
师傅,HSK5
师父,HSK6
师生,HSK6
师范,HSK7-9
师资,HSK7-9
师长,HSK7-9
希望,HSK3
帐子,HSK7-9
帐篷,HSK7-9
帖子,HSK7-9
帘子,HSK7-9
帝国,HSK7-9
帝国主义,HSK7-9
带,HSK2
带动,HSK3
带头,HSK7-9
带头人,HSK7-9
带有,HSK5
带来,HSK2
带路,HSK7-9
带队,HSK7-9
带领,HSK3
席,HSK7-9
席位,HSK7-9
帮,HSK1
帮助,HSK2
帮忙,HSK1
帮手,HSK7-9
常,HSK1
常人,HSK7-9
常常,HSK1
常年,HSK6
常态,HSK7-9
常温,HSK7-9
常理,HSK7-9
常用,HSK2
常见,HSK2
常规,HSK6
常识,HSK4
帽子,HSK4
幅,HSK5
幅度,HSK5
幕,HSK7-9
幕后,HSK7-9
幢,HSK7-9
干,HSK1
干事,HSK7-9
干什么,HSK1
干净,HSK1
干吗,HSK3
干戈,HSK7-9
干扰,HSK5
干旱,HSK7-9
干杯,HSK2
干活儿,HSK2
干涉,HSK6
干燥,HSK7-9
干脆,HSK5
干部,HSK7-9
干预,HSK5
平,HSK2
平价,HSK7-9
平凡,HSK6
平原,HSK5
平台,HSK6
平和,HSK7-9
平均,HSK4
平坦,HSK5
平安,HSK2
平常,HSK2
平常心,HSK7-9
平息,HSK7-9
平方,HSK4
平方米,HSK6
平日,HSK7-9
平时,HSK2
平民,HSK7-9
平淡,HSK7-9
平稳,HSK4
平等,HSK2
平衡,HSK6
平静,HSK4
平面,HSK7-9
年,HSK1
年代,HSK3
年初,HSK3
年前,HSK5
年夜饭,HSK7-9
年底,HSK3
年度,HSK5
年画,HSK7-9
年级,HSK2
年纪,HSK3
年终,HSK7-9
年薪,HSK7-9
年轻,HSK2
年迈,HSK7-9
年限,HSK7-9
年龄,HSK5
并,HSK3
并且,HSK3
并列,HSK7-9
并行,HSK7-9
并购,HSK7-9
并非,HSK7-9
幸亏,HSK7-9
幸免,HSK7-9
幸好,HSK7-9
幸存,HSK7-9
幸福,HSK3
幸运,HSK3
幻影,HSK7-9
幻想,HSK6
幻觉,HSK7-9
幼儿园,HSK4
幼稚,HSK7-9
幽默,HSK5
广,HSK5
广义,HSK7-9
广告,HSK2
广场,HSK2
广大,HSK3
广播,HSK3
广泛,HSK5
广阔,HSK6
庄严,HSK7-9
庄园,HSK7-9
庄稼,HSK7-9
庆典,HSK7-9
庆幸,HSK7-9
庆祝,HSK3
庆贺,HSK7-9
床,HSK1
床位,HSK7-9
序,HSK7-9
序幕,HSK7-9
库,HSK5
应,HSK4
应付,HSK7-9
应对,HSK6
应当,HSK3
应急,HSK6
应有尽有,HSK7-9
应用,HSK3
应聘,HSK7-9
应该,HSK2
应邀,HSK7-9
应酬,HSK7-9
底,HSK4
底下,HSK3
底子,HSK7-9
底层,HSK7-9
底线,HSK7-9
底蕴,HSK7-9
店,HSK2
庙,HSK7-9
庙会,HSK7-9
庞大,HSK7-9
废,HSK7-9
废品,HSK7-9
废墟,HSK7-9
废寝忘食,HSK7-9
废物,HSK7-9
废话,HSK7-9
废除,HSK7-9
度,HSK2
度假,HSK7-9
度过,HSK4
座,HSK2
座位,HSK2
座右铭,HSK7-9
座谈,HSK7-9
座谈会,HSK6
康复,HSK6
庸俗,HSK7-9
廉价,HSK7-9
廉政,HSK7-9
廉正,HSK7-9
廉洁,HSK7-9
延,HSK7-9
延伸,HSK5
延期,HSK4
延续,HSK4
延缓,HSK7-9
延误,HSK7-9
延长,HSK4
建,HSK3
建交,HSK7-9
建成,HSK3
建树,HSK7-9
建立,HSK3
建筑,HSK5
建筑师,HSK7-9
建筑物,HSK7-9
建议,HSK3
建设,HSK3
建造,HSK5
开,HSK1
开业,HSK3
开会,HSK1
开关,HSK6
开创,HSK6
开办,HSK7-9
开动,HSK7-9
开发,HSK3
开发区,HSK7-9
开发商,HSK7-9
开口,HSK7-9
开启,HSK7-9
开场,HSK7-9
开场白,HSK7-9
开垦,HSK7-9
开夜车,HSK6
开天辟地,HSK7-9
开头,HSK6
开始,HSK3
开学,HSK2
开展,HSK3
开工,HSK7-9
开幕,HSK5
开幕式,HSK5
开张,HSK7-9
开心,HSK2
开拓,HSK7-9
开支,HSK7-9
开放,HSK3
开朗,HSK7-9
开机,HSK2
开枪,HSK7-9
开水,HSK4
开玩笑,HSK1
开花,HSK4
开设,HSK6
开车,HSK1
开辟,HSK7-9
开通,HSK6
开采,HSK7-9
开销,HSK7-9
开阔,HSK7-9
开除,HSK7-9
异口同声,HSK7-9
异常,HSK6
异性,HSK7-9
异想天开,HSK7-9
异议,HSK7-9
弄,HSK2
弄虚作假,HSK7-9
弊病,HSK7-9
弊端,HSK7-9
式,HSK5
弓,HSK7-9
引,HSK4
引人入胜,HSK7-9
引人注目,HSK7-9
引入,HSK7-9
引发,HSK7-9
引导,HSK4
引擎,HSK7-9
引用,HSK7-9
引经据典,HSK7-9
引诱,HSK7-9
引起,HSK4
引进,HSK4
引领,HSK7-9
弘扬,HSK7-9
弟,HSK1
弟子,HSK7-9
弟弟,HSK1
张,HSK3
张扬,HSK7-9
张灯结彩,HSK7-9
张贴,HSK7-9
弥漫,HSK7-9
弥补,HSK7-9
弦,HSK7-9
弯,HSK4
弯曲,HSK6
弱,HSK4
弱势,HSK7-9
弱点,HSK7-9
弹,HSK5
弹性,HSK7-9
强,HSK3
强制,HSK7-9
强加,HSK7-9
强劲,HSK7-9
强势,HSK6
强化,HSK6
强占,HSK7-9
强壮,HSK6
强大,HSK3
强度,HSK5
强烈,HSK3
强盗,HSK6
强硬,HSK7-9
强行,HSK7-9
强调,HSK3
强迫,HSK5
强项,HSK7-9
归,HSK4
归宿,HSK7-9
归属,HSK7-9
归来,HSK7-9
归根到底,HSK7-9
归纳,HSK7-9
归结,HSK7-9
归还,HSK7-9
当,HSK2
当下,HSK7-9
当中,HSK3
当之无愧,HSK7-9
当事人,HSK7-9
当今,HSK7-9
当代,HSK5
当众,HSK7-9
当作,HSK6
当初,HSK3
当前,HSK5
当务之急,HSK7-9
当即,HSK7-9
当地,HSK3
当场,HSK5
当天,HSK6
当年,HSK5
当心,HSK7-9
当成,HSK6
当日,HSK7-9
当时,HSK2
当晚,HSK7-9
当然,HSK3
当真,HSK7-9
当着,HSK7-9
当选,HSK5
当面,HSK7-9
录,HSK3
录像,HSK6
录制,HSK7-9
录取,HSK4
录音,HSK3
录音机,HSK6
形,HSK6
形势,HSK4
形容,HSK4
形式,HSK3
形形色色,HSK7-9
形影不离,HSK7-9
形态,HSK5
形成,HSK3
形状,HSK3
形象,HSK3
彩电,HSK7-9
彩票,HSK5
彩色,HSK3
彩虹,HSK7-9
彩霞,HSK7-9
彬彬有礼,HSK7-9
影像,HSK7-9
影响,HSK2
影子,HSK4
影星,HSK6
影片,HSK2
影视,HSK3
影迷,HSK6
彻夜,HSK7-9
彻底,HSK4
彼此,HSK5
往,HSK2
往事,HSK7-9
往后,HSK6
往常,HSK7-9
往年,HSK6
往往,HSK3
往日,HSK7-9
往来,HSK6
往返,HSK7-9
征,HSK7-9
征收,HSK7-9
征服,HSK4
征求,HSK4
征集,HSK7-9
待,HSK5
待会儿,HSK6
待遇,HSK4
很,HSK1
很难说,HSK6
律师,HSK4
徐徐,HSK7-9
徒弟,HSK6
徒步,HSK7-9
得,HSK2
得不偿失,HSK7-9
得了,HSK5
得以,HSK5
得体,HSK7-9
得出,HSK2
得分,HSK3
得到,HSK1
得力,HSK7-9
得天独厚,HSK7-9
得失,HSK7-9
得当,HSK7-9
得意,HSK4
得意扬扬,HSK7-9
得手,HSK7-9
得益于,HSK7-9
得知,HSK7-9
得罪,HSK7-9
徘徊,HSK7-9
循序渐进,HSK7-9
循环,HSK6
